Name,Team,Position,PositionExp,PositionGrp,Side,Age,Height,Weight,Years,Playtime,College,Jersey
Brandon Watts,Minnesota,LB,Linebacker,Front Seven,Defense,25,74,231,3,1-4 Yrs,Georgia Tech,58
Chad Greenway,Minnesota,LB,Linebacker,Front Seven,Defense,33,75,237,11,9-12 Yrs,Iowa,52
Edmond Robinson,Minnesota,LB,Linebacker,Front Seven,Defense,24,75,245,2,1-4 Yrs,Newberry,51
Emmanuel Lamur,Minnesota,LB,Linebacker,Front Seven,Defense,27,76,245,5,5-8 Yrs,Kansas State,59
Stephen Weatherly,Minnesota,LB,Linebacker,Front Seven,Defense,22,76,267,0,Rookie,Vanderbilt,45
Audie Cole,Minnesota,LB,Linebacker,Front Seven,Defense,27,77,248,5,5-8 Yrs,NC State,57
Anthony Barr,Minnesota,LB,Linebacker,Front Seven,Defense,24,77,255,3,1-4 Yrs,UCLA,55
Brandon Fusco,Minnesota,OG,Offensive Guard,Offensive Line,Offense,27,76,306,6,5-8 Yrs,Slippery Rock,63
Austin Shepherd,Minnesota,OG,Offensive Guard,Offensive Line,Offense,24,76,327,2,1-4 Yrs,Alabama,74
Andre Smith,Minnesota,OT,Offensive Tackle,Offensive Line,Offense,29,76,325,8,5-8 Yrs,Alabama,71
Willie Beavers,Minnesota,OT,Offensive Tackle,Offensive Line,Offense,22,76,324,0,Rookie,Western Michigan,70
T.J. Clemmings,Minnesota,OT,Offensive Tackle,Offensive Line,Offense,24,77,309,2,1-4 Yrs,Pittsburgh,68
Matt Kalil,Minnesota,OT,Offensive Tackle,Offensive Line,Offense,27,79,317,5,5-8 Yrs,USC,75
Carter Bykowski,Minnesota,OT,Offensive Tackle,Offensive Line,Offense,25,79,313,3,1-4 Yrs,Iowa State,60
Phil Loadholt,Minnesota,OT,Offensive Tackle,Offensive Line,Offense,30,80,345,8,5-8 Yrs,Oklahoma,71
Jeff Locke,Minnesota,P,Punter,Special Teams,Special Teams,26,72,195,4,1-4 Yrs,UCLA,18
Blair Walsh,Minnesota,PK,Place Kicker,Special Teams,Special Teams,26,70,170,5,5-8 Yrs,Georgia,3
Taylor Heinicke,Minnesota,QB,Quarterback,QB,Offense,23,73,210,2,1-4 Yrs,Old Dominion,6
Teddy Bridgewater,Minnesota,QB,Quarterback,QB,Offense,23,74,215,3,1-4 Yrs,Louisville,5
Shaun Hill,Minnesota,QB,Quarterback,QB,Offense,36,75,230,15,13+ Yrs,Maryland,13
Joel Stave,Minnesota,QB,Quarterback,QB,Offense,24,77,226,0,Rookie,Wisconsin,NA
Matt Asiata,Minnesota,RB,Running Back,Tailback,Offense,28,72,219,5,5-8 Yrs,Utah,44
Jerick McKinnon,Minnesota,RB,Running Back,Tailback,Offense,24,69,205,3,1-4 Yrs,Georgia Southern,31
Jhurell Pressley,Minnesota,RB,Running Back,Tailback,Offense,24,71,198,0,Rookie,New Mexico,NA
Adrian Peterson,Minnesota,RB,Running Back,Tailback,Offense,31,73,220,10,9-12 Yrs,Oklahoma,28
C.J. Ham,Minnesota,RB,Running Back,Tailback,Offense,23,73,238,0,Rookie,Augustana (SD),NA
Michael Griffin,Minnesota,S,Safety,Defensive Back,Defense,31,72,215,10,9-12 Yrs,Texas,NA
Antone Exum Jr.,Minnesota,S,Safety,Defensive Back,Defense,25,72,219,3,1-4 Yrs,Virginia Tech,32
Andrew Sendejo,Minnesota,S,Safety,Defensive Back,Defense,28,73,210,6,5-8 Yrs,Rice,34
Anthony Harris,Minnesota,S,Safety,Defensive Back,Defense,24,73,192,1,1-4 Yrs,Virginia,41
Jayron Kearse,Minnesota,S,Safety,Defensive Back,Defense,22,76,216,0,Rookie,Clemson,1
MyCole Pruitt,Minnesota,TE,Tight End,Tight End,Offense,24,74,258,2,1-4 Yrs,Southern Illinois,83
Kyle Carter,Minnesota,TE,Tight End,Tight End,Offense,23,75,244,0,Rookie,Penn State,NA
David Morgan II,Minnesota,TE,Tight End,Tight End,Offense,23,76,260,0,Rookie,Texas San Antonio,82
Rhett Ellison,Minnesota,TE,Tight End,Tight End,Offense,27,77,250,5,5-8 Yrs,USC,85
Brian Leonhardt,Minnesota,TE,Tight End,Tight End,Offense,26,77,255,2,1-4 Yrs,Bemidji State,NA
Kyle Rudolph,Minnesota,TE,Tight End,Tight End,Offense,26,78,265,6,5-8 Yrs,Notre Dame,82
Stefon Diggs,Minnesota,WR,Wide Receiver,Wide Receiver,Offense,22,72,191,2,1-4 Yrs,Maryland,14
Troy Stoudermire,Minnesota,WR,Wide Receiver,Wide Receiver,Offense,26,70,199,0,Rookie,Minnesota,NA
Jarius Wright,Minnesota,WR,Wide Receiver,Wide Receiver,Offense,26,70,191,5,5-8 Yrs,Arkansas,17
Marken Michel,Minnesota,WR,Wide Receiver,Wide Receiver,Offense,23,71,190,0,Rookie,Massachusetts,NA
Terrell Sinkfield,Minnesota,WR,Wide Receiver,Wide Receiver,Offense,25,73,192,0,Rookie,Northern Iowa,2
Charles Johnson,Minnesota,WR,Wide Receiver,Wide Receiver,Offense,27,74,217,4,1-4 Yrs,Grand Valley State,12
Cordarrelle Patterson,Minnesota,WR,Wide Receiver,Wide Receiver,Offense,25,74,220,4,1-4 Yrs,Tennessee,84
Adam Thielen,Minnesota,WR,Wide Receiver,Wide Receiver,Offense,25,74,200,3,1-4 Yrs,Minnesota State,19
Laquon Treadwell,Minnesota,WR,Wide Receiver,Wide Receiver,Offense,21,74,210,0,Rookie,Ole Miss,1
Isaac Fruechte,Minnesota,WR,Wide Receiver,Wide Receiver,Offense,25,75,210,1,1-4 Yrs,Minnesota,15
Moritz Bohringer,Minnesota,WR,Wide Receiver,Wide Receiver,Offense,22,76,227,0,Rookie,null,NA
David Andrews,New England,C,Center,Offensive Line,Offense,24,75,295,2,1-4 Yrs,Georgia,60
E.J. Biggers,New England,CB,Cornerback,Defensive Back,Defense,29,72,185,8,5-8 Yrs,Western Michigan,39
Cre'von LeBlanc,New England,CB,Cornerback,Defensive Back,Defense,21,69,194,0,Rookie,Florida Atlantic,7
Cyrus Jones,New England,CB,Cornerback,Defensive Back,Defense,22,70,197,0,Rookie,Alabama,5
Malcolm Butler,New England,CB,Cornerback,Defensive Back,Defense,26,71,190,3,1-4 Yrs,West Alabama,21
Logan Ryan,New England,CB,Cornerback,Defensive Back,Defense,25,71,195,4,1-4 Yrs,Rutgers,26
Brock Vereen,New England,CB,Cornerback,Defensive Back,Defense,23,71,202,2,1-4 Yrs,Minnesota,35
Nate Ebner,New England,DB,Defensive Back,Defensive Back,Defense,27,72,220,5,5-8 Yrs,Ohio State,43
Darryl Roberts,New England,DB,Defensive Back,Defensive Back,Defense,25,72,190,2,1-4 Yrs,Marshall,28
Jonathan Jones,New England,DB,Defensive Back,Defensive Back,Defense,22,69,186,0,Rookie,Auburn,3
Devin McCourty,New England,DB,Defensive Back,Defensive Back,Defense,28,70,195,7,5-8 Yrs,Rutgers,32
V'Angelo Bentley,New England,DB,Defensive Back,Defensive Back,Defense,22,70,190,0,Rookie,Illinois,2
Justin Coleman,New England,DB,Defensive Back,Defensive Back,Defense,23,71,185,2,1-4 Yrs,Tennessee,22
Jordan Richards,New England,DB,Defensive Back,Defensive Back,Defense,23,71,210,2,1-4 Yrs,Stanford,37
Duron Harmon,New England,DB,Defensive Back,Defensive Back,Defense,25,73,205,4,1-4 Yrs,Rutgers,30
Brandon King,New England,DB,Defensive Back,Defensive Back,Defense,23,74,220,2,1-4 Yrs,Auburn,36
Rob Ninkovich,New England,DE,Defensive End,Front Seven,Defense,32,74,260,11,9-12 Yrs,Purdue,50
Chris Long,New England,DE,Defensive End,Front Seven,Defense,31,75,268,9,9-12 Yrs,Virginia,NA
Frank Kearse,New England,DE,Defensive End,Front Seven,Defense,27,77,310,5,5-8 Yrs,Alabama A&M,73
Joe Vellano,New England,DL,Defensive Lineman,Front Seven,Defense,27,74,300,2,1-4 Yrs,Maryland,81
Anthony Johnson,New England,DL,Defensive Lineman,Front Seven,Defense,23,74,317,2,1-4 Yrs,LSU,NA
Malcom Brown,New England,DL,Defensive Lineman,Front Seven,Defense,22,74,320,2,1-4 Yrs,Texas,90
Trey Flowers,New England,DL,Defensive Lineman,Front Seven,Defense,22,74,265,2,1-4 Yrs,Arkansas,98
Jabaal Sheard,New England,DL,Defensive Lineman,Front Seven,Defense,27,75,260,6,5-8 Yrs,Pittsburgh,93
Geneo Grissom,New England,DL,Defensive Lineman,Front Seven,Defense,24,75,265,2,1-4 Yrs,Oklahoma,92
Woodrow Hamilton,New England,DL,Defensive Lineman,Front Seven,Defense,23,75,300,0,Rookie,Ole Miss,56
Alan Branch,New England,DL,Defensive Lineman,Front Seven,Defense,31,78,350,10,9-12 Yrs,Michigan,97
Terrance Knighton,New England,DT,Defensive Tackle,Front Seven,Defense,30,75,354,8,5-8 Yrs,Temple,98
Vincent Valentine,New England,DT,Defensive Tackle,Front Seven,Defense,22,75,320,0,Rookie,Nebraska,98
Markus Kuhn,New England,DT,Defensive Tackle,Front Seven,Defense,30,76,303,5,5-8 Yrs,NC State,NA
James Develin,New England,FB,Fullback,Tailback,Offense,27,75,255,4,1-4 Yrs,Brown,46
Jonathan Cooper,New England,G,Guard,Offensive Line,Offense,26,74,311,4,1-4 Yrs,North Carolina,61
Ted Karras,New England,G,Guard,Offensive Line,Offense,23,75,307,0,Rookie,Illinois,69
Tre' Jackson,New England,G,Guard,Offensive Line,Offense,23,76,320,2,1-4 Yrs,Florida State,63
Joe Thuney,New England,G,Guard,Offensive Line,Offense,23,76,287,0,Rookie,NC State,54
Elandon Roberts,New England,LB,Linebacker,Front Seven,Defense,22,72,235,0,Rookie,Houston,44
Ramon Humber,New England,LB,Linebacker,Front Seven,Defense,28,71,232,8,5-8 Yrs,North Dakota State,NA
Jonathan Freeny,New England,LB,Linebacker,Front Seven,Defense,27,74,255,5,5-8 Yrs,Rutgers,55
Kevin Snyder,New England,LB,Linebacker,Front Seven,Defense,23,74,238,1,1-4 Yrs,Rutgers,45
Kamu Grugier-Hill,New England,LB,Linebacker,Front Seven,Defense,22,74,215,0,Rookie,Eastern Illinois,32
Jamie Collins,New England,LB,Linebacker,Front Seven,Defense,26,75,250,4,1-4 Yrs,Southern Mississippi,91
Dont'a Hightower,New England,LB,Linebacker,Front Seven,Defense,26,75,265,5,5-8 Yrs,Alabama,54
Shea McClellin,New England,LB,Linebacker,Front Seven,Defense,26,75,245,5,5-8 Yrs,Boise State,50
Rufus Johnson,New England,LB,Linebacker,Front Seven,Defense,25,77,280,2,1-4 Yrs,Tarleton State,59
Joe Cardona,New England,LS,Long Snapper (pre-1970 this may indicate Left Safety),Special Teams,Special Teams,24,74,245,2,1-4 Yrs,Navy,49
Shaq Mason,New England,OL,Offensive Line,Offensive Line,Offense,22,73,310,2,1-4 Yrs,Georgia Tech,69
Chris Barker,New England,OL,Offensive Line,Offensive Line,Offense,25,74,300,2,1-4 Yrs,Nevada,64
Josh Kline,New England,OL,Offensive Line,Offensive Line,Offense,26,75,300,4,1-4 Yrs,Kent State,67
Keavon Milton,New England,OL,Offensive Line,Offensive Line,Offense,26,76,324,2,1-4 Yrs,Louisiana Monroe,74
Bryan Stork,New England,OL,Offensive Line,Offensive Line,Offense,25,76,310,3,1-4 Yrs,Florida State,66
Marcus Cannon,New England,OL,Offensive Line,Offensive Line,Offense,28,77,335,6,5-8 Yrs,TCU,61
Cameron Fleming,New England,OL,Offensive Line,Offensive Line,Offense,23,78,320,3,1-4 Yrs,Stanford,71
LaAdrian Waddle,New England,OT,Offensive Tackle,Offensive Line,Offense,25,78,328,4,1-4 Yrs,Texas Tech,68
Sebastian Vollmer,New England,OT,Offensive Tackle,Offensive Line,Offense,32,80,325,8,5-8 Yrs,Houston,76
Nate Solder,New England,OT,Offensive Tackle,Offensive Line,Offense,28,80,325,6,5-8 Yrs,Colorado,77
Ryan Allen,New England,P,Punter,Special Teams,Special Teams,26,74,220,4,1-4 Yrs,Louisiana Tech,6
Stephen Gostkowski,New England,PK,Place Kicker,Special Teams,Special Teams,32,73,215,11,9-12 Yrs,Memphis,3
Jimmy Garoppolo,New England,QB,Quarterback,QB,Offense,24,74,225,3,1-4 Yrs,Eastern Illinois,10
Jacoby Brissett,New England,QB,Quarterback,QB,Offense,23,75,236,0,Rookie,NC State,12
Tom Brady,New England,QB,Quarterback,QB,Offense,38,76,225,17,13+ Yrs,Michigan,12
LeGarrette Blount,New England,RB,Running Back,Tailback,Offense,29,72,250,7,5-8 Yrs,Oregon,29
Tyler Gaffney,New England,RB,Running Back,Tailback,Offense,25,72,220,3,1-4 Yrs,Stanford,36
Joey Iosefa,New England,RB,Running Back,Tailback,Offense,25,72,245,1,1-4 Yrs,Hawaii,47
Dion Lewis,New England,RB,Running Back,Tailback,Offense,25,68,195,5,5-8 Yrs,Pittsburgh,33
Donald Brown,New England,RB,Running Back,Tailback,Offense,29,70,207,8,5-8 Yrs,Connecticut,34
James White,New England,RB,Running Back,Tailback,Offense,24,70,205,3,1-4 Yrs,Wisconsin,28
D.J. Foster,New England,RB,Running Back,Tailback,Offense,22,70,193,0,Rookie,Arizona State,8
Brandon Bolden,New England,RB,Running Back,Tailback,Offense,26,71,220,5,5-8 Yrs,Ole Miss,38
Cedric Thompson,New England,S,Safety,Defensive Back,Defense,23,72,212,1,1-4 Yrs,Minnesota,1
Patrick Chung,New England,S,Safety,Defensive Back,Defense,28,71,215,8,5-8 Yrs,Oregon,23
Clay Harbor,New England,TE,Tight End,Tight End,Offense,29,75,250,7,5-8 Yrs,Missouri State,86
AJ Derby,New England,TE,Tight End,Tight End,Offense,24,76,255,2,1-4 Yrs,Arkansas,86
Steven Scheu,New England,TE,Tight End,Tight End,Offense,24,77,250,0,Rookie,Vanderbilt,81
Bryce Williams,New England,TE,Tight End,Tight End,Offense,23,77,260,0,Rookie,East Carolina,80
Martellus Bennett,New England,TE,Tight End,Tight End,Offense,29,78,273,9,9-12 Yrs,Texas A&M,83
Rob Gronkowski,New England,TE,Tight End,Tight End,Offense,27,78,265,7,5-8 Yrs,Arizona,87
Matthew Slater,New England,WR,Wide Receiver,Wide Receiver,Offense,30,72,205,9,9-12 Yrs,UCLA,18
DeAndre Carter,New England,WR,Wide Receiver,Wide Receiver,Offense,23,68,188,1,1-4 Yrs,Sacramento State,83
Julian Edelman,New England,WR,Wide Receiver,Wide Receiver,Offense,30,70,200,8,5-8 Yrs,Kent State,11
Danny Amendola,New England,WR,Wide Receiver,Wide Receiver,Offense,30,71,190,8,5-8 Yrs,Texas Tech,80
Keshawn Martin,New England,WR,Wide Receiver,Wide Receiver,Offense,26,71,194,5,5-8 Yrs,Michigan State,82
Malcolm Mitchell,New England,WR,Wide Receiver,Wide Receiver,Offense,24,71,194,0,Rookie,Georgia,26
Chris Harper,New England,WR,Wide Receiver,Wide Receiver,Offense,22,71,185,1,1-4 Yrs,California,14
Nate Washington,New England,WR,Wide Receiver,Wide Receiver,Offense,32,73,183,12,9-12 Yrs,Tiffin University,84
Chris Hogan,New England,WR,Wide Receiver,Wide Receiver,Offense,27,73,220,4,1-4 Yrs,Monmouth,15
Devin Lucien,New England,WR,Wide Receiver,Wide Receiver,Offense,23,74,195,0,Rookie,Arizona State,15
Aaron Dobson,New England,WR,Wide Receiver,Wide Receiver,Offense,24,75,205,4,1-4 Yrs,Marshall,17
Justin Drescher,New Orleans,C,Center,Offensive Line,Offense,28,73,235,7,5-8 Yrs,Colorado,47
Senio Kelemete,New Orleans,C,Center,Offensive Line,Offense,26,75,300,4,1-4 Yrs,Washington,65
Max Unger,New Orleans,C,Center,Offensive Line,Offense,30,77,305,8,5-8 Yrs,Oregon,60
Jimmy Pruitt,New Orleans,CB,Cornerback,Defensive Back,Defense,23,72,198,0,Rookie,San Jose State,NA
Damian Swann,New Orleans,CB,Cornerback,Defensive Back,Defense,23,72,189,2,1-4 Yrs,Georgia,27
P.J. Williams,New Orleans,CB,Cornerback,Defensive Back,Defense,23,72,196,2,1-4 Yrs,Florida State,36
Tony Carter,New Orleans,CB,Cornerback,Defensive Back,Defense,30,69,175,7,5-8 Yrs,Florida State,37
Kyle Wilson,New Orleans,CB,Cornerback,Defensive Back,Defense,28,70,190,7,5-8 Yrs,Boise State,24
Brandon Dixon,New Orleans,CB,Cornerback,Defensive Back,Defense,26,71,203,2,1-4 Yrs,Northwest Missouri State,37
Keenan Lewis,New Orleans,CB,Cornerback,Defensive Back,Defense,30,73,208,8,5-8 Yrs,Oregon State,21
Delvin Breaux,New Orleans,CB,Cornerback,Defensive Back,Defense,26,73,196,2,1-4 Yrs,LSU,40
Brian Dixon,New Orleans,DB,Defensive Back,Defensive Back,Defense,26,72,195,3,1-4 Yrs,Northwest Missouri State,20
Erik Harris,New Orleans,DB,Defensive Back,Defensive Back,Defense,26,75,225,0,Rookie,California (PA),NA
Darryl Tapp,New Orleans,DE,Defensive End,Front Seven,Defense,31,73,270,11,9-12 Yrs,Virginia Tech,52
Sheldon Rankins,New Orleans,DE,Defensive End,Front Seven,Defense,22,73,304,0,Rookie,Louisville,98
Bobby Richardson,New Orleans,DE,Defensive End,Front Seven,Defense,23,75,286,2,1-4 Yrs,Indiana,78
Cameron Jordan,New Orleans,DE,Defensive End,Front Seven,Defense,27,76,287,6,5-8 Yrs,California,94
Obum Gwacham,New Orleans,DE,Defensive End,Front Seven,Defense,25,77,246,2,1-4 Yrs,Oregon State,58
Tyeler Davison,New Orleans,DT,Defensive Tackle,Front Seven,Defense,23,74,309,2,1-4 Yrs,Fresno State,95
C.J. Wilson,New Orleans,DT,Defensive Tackle,Front Seven,Defense,29,75,290,7,5-8 Yrs,East Carolina,98
John Jenkins,New Orleans,DT,Defensive Tackle,Front Seven,Defense,27,75,359,4,1-4 Yrs,Georgia,92
Kaleb Eulls,New Orleans,DT,Defensive Tackle,Front Seven,Defense,25,75,285,2,1-4 Yrs,Mississippi State,71
Ashaad Mabry,New Orleans,DT,Defensive Tackle,Front Seven,Defense,23,75,315,1,1-4 Yrs,Texas San Antonio,74
David Onyemata,New Orleans,DT,Defensive Tackle,Front Seven,Defense,NA,76,300,0,Rookie,Manitoba,97
Nick Fairley,New Orleans,DT,Defensive Tackle,Front Seven,Defense,28,76,308,6,5-8 Yrs,Auburn,NA
Austin Johnson,New Orleans,FB,Fullback,Tailback,Offense,27,74,240,3,1-4 Yrs,Tennessee,35
Jairus Byrd,New Orleans,FS,Free Safety,Defensive Back,Defense,29,70,203,8,5-8 Yrs,Oregon,31
Cyril Lemon,New Orleans,G,Guard,Offensive Line,Offense,23,75,315,1,1-4 Yrs,North Texas,62
Tim Lelito,New Orleans,G,Guard,Offensive Line,Offense,27,76,315,4,1-4 Yrs,Grand Valley State,68
Tony Steward,New Orleans,LB,Linebacker,Front Seven,Defense,23,72,241,2,1-4 Yrs,Clemson,NA
Dannell Ellerbe,New Orleans,LB,Linebacker,Front Seven,Defense,30,73,245,8,5-8 Yrs,Georgia,59
Craig Robertson,New Orleans,LB,Linebacker,Front Seven,Defense,28,73,234,5,5-8 Yrs,North Texas,NA
James Laurinaitis,New Orleans,LB,Linebacker,Front Seven,Defense,29,74,248,8,5-8 Yrs,Ohio State,55
Nathan Stupar,New Orleans,LB,Linebacker,Front Seven,Defense,28,74,240,3,1-4 Yrs,Penn State,54
Kasim Edebali,New Orleans,LB,Linebacker,Front Seven,Defense,26,74,253,3,1-4 Yrs,Boston College,91
Michael Mauti,New Orleans,LB,Linebacker,Front Seven,Defense,26,74,243,4,1-4 Yrs,Penn State,56
Stephone Anthony,New Orleans,LB,Linebacker,Front Seven,Defense,23,74,245,2,1-4 Yrs,Clemson,50
Davis Tull,New Orleans,LB,Linebacker,Front Seven,Defense,24,75,240,2,1-4 Yrs,Chattanooga,55
Hau'oli Kikaha,New Orleans,LB,Linebacker,Front Seven,Defense,23,75,246,2,1-4 Yrs,Washington,44
Terron Armstead,New Orleans,OT,Offensive Tackle,Offensive Line,Offense,24,77,304,4,1-4 Yrs,Arkansas-Pine Bluff,72
Tyrus Thompson,New Orleans,OT,Offensive Tackle,Offensive Line,Offense,24,77,330,1,1-4 Yrs,Oklahoma,NA
Zach Strief,New Orleans,OT,Offensive Tackle,Offensive Line,Offense,32,79,320,11,9-12 Yrs,Northwestern,64
Andrus Peat,New Orleans,OT,Offensive Tackle,Offensive Line,Offense,22,79,316,2,1-4 Yrs,Stanford,75
Thomas Morstead,New Orleans,P,Punter,Special Teams,Special Teams,30,76,235,8,5-8 Yrs,SMU,6
Connor Barth,New Orleans,PK,Place Kicker,Special Teams,Special Teams,30,71,200,7,5-8 Yrs,North Carolina,NA
Kai Forbath,New Orleans,PK,Place Kicker,Special Teams,Special Teams,28,71,197,5,5-8 Yrs,UCLA,5
Drew Brees,New Orleans,QB,Quarterback,QB,Offense,37,72,209,16,13+ Yrs,Purdue,9
Garrett Grayson,New Orleans,QB,Quarterback,QB,Offense,25,74,220,2,1-4 Yrs,Colorado State,18
Luke McCown,New Orleans,QB,Quarterback,QB,Offense,35,76,217,13,13+ Yrs,Louisiana Tech,7
Tim Hightower,New Orleans,RB,Running Back,Tailback,Offense,30,72,220,5,5-8 Yrs,Richmond,34
Daniel Lasco,New Orleans,RB,Running Back,Tailback,Offense,23,72,207,0,Rookie,California,2
Mark Ingram,New Orleans,RB,Running Back,Tailback,Offense,26,69,215,6,5-8 Yrs,Alabama,22
Marcus Murphy,New Orleans,RB,Running Back,Tailback,Offense,24,69,195,2,1-4 Yrs,Missouri,23
C.J. Spiller,New Orleans,RB,Running Back,Tailback,Offense,28,71,200,7,5-8 Yrs,Clemson,28
Travaris Cadet,New Orleans,RB,Running Back,Tailback,Offense,27,73,210,5,5-8 Yrs,Appalachian State,38
Alden Darby,New Orleans,S,Safety,Defensive Back,Defense,24,70,192,1,1-4 Yrs,Arizona State,41
Vonn Bell,New Orleans,S,Safety,Defensive Back,Defense,21,71,199,0,Rookie,Ohio State,11
Kenny Vaccaro,New Orleans,SS,Strong Safety,Defensive Back,Defense,25,72,214,4,1-4 Yrs,Texas,32
Jamarca Sanford,New Orleans,SS,Strong Safety,Defensive Back,Defense,30,70,200,8,5-8 Yrs,Ole Miss,33
Garrett Griffin,New Orleans,TE,Tight End,Tight End,Offense,NA,76,225,0,Rookie,Air Force,NA
Michael Hoomanawanui,New Orleans,TE,Tight End,Tight End,Offense,28,76,265,7,5-8 Yrs,Illinois,84
RaShaun Allen,New Orleans,TE,Tight End,Tight End,Offense,26,76,250,2,1-4 Yrs,Southern,88
Josh Hill,New Orleans,TE,Tight End,Tight End,Offense,26,77,250,4,1-4 Yrs,Idaho State,89
Coby Fleener,New Orleans,TE,Tight End,Tight End,Offense,27,78,251,5,5-8 Yrs,Stanford,NA
Chris Manhertz,New Orleans,TE,Tight End,Tight End,Offense,24,78,235,1,1-4 Yrs,Canisius,86
R.J. Harris,New Orleans,WR,Wide Receiver,Wide Receiver,Offense,24,72,194,1,1-4 Yrs,New Hampshire,14
Jake Lampman,New Orleans,WR,Wide Receiver,Wide Receiver,Offense,23,72,205,0,Rookie,Ferris State,NA
Brandin Cooks,New Orleans,WR,Wide Receiver,Wide Receiver,Offense,22,70,189,3,1-4 Yrs,Oregon State,10
Vincent Brown,New Orleans,WR,Wide Receiver,Wide Receiver,Offense,27,71,190,5,5-8 Yrs,San Diego State,NA
Reggie Bell,New Orleans,WR,Wide Receiver,Wide Receiver,Offense,24,71,201,1,1-4 Yrs,NA,18
Willie Snead,New Orleans,WR,Wide Receiver,Wide Receiver,Offense,23,71,195,2,1-4 Yrs,Ball State,83
Michael Thomas,New Orleans,WR,Wide Receiver,Wide Receiver,Offense,21,75,209,0,Rookie,Ohio State,3
Kyle Prater,New Orleans,WR,Wide Receiver,Wide Receiver,Offense,24,77,231,0,Rookie,Northwestern,86
Brandon Coleman,New Orleans,WR,Wide Receiver,Wide Receiver,Offense,24,78,225,2,1-4 Yrs,Rutgers,16
Brett Jones,New York Giants,C,Center,Offensive Line,Offense,24,74,318,2,1-4 Yrs,University of Regina,69
Shane McDermott,New York Giants,C,Center,Offensive Line,Offense,24,75,305,1,1-4 Yrs,Miami,64
Janoris Jenkins,New York Giants,CB,Cornerback,Defensive Back,Defense,27,70,198,5,5-8 Yrs,North Alabama,NA
Leon McFadden,New York Giants,CB,Cornerback,Defensive Back,Defense,25,70,190,3,1-4 Yrs,San Diego State,37
Matt Smalley,New York Giants,CB,Cornerback,Defensive Back,Defense,22,70,195,0,Rookie,Lafayette,NA
Eli Apple,New York Giants,CB,Cornerback,Defensive Back,Defense,20,73,200,0,Rookie,Ohio State,13
Dominique Rodgers-Cromartie,New York Giants,CB,Cornerback,Defensive Back,Defense,30,74,193,9,9-12 Yrs,Tennessee State,41
Michael Hunter,New York Giants,DB,Defensive Back,Defensive Back,Defense,23,72,191,0,Rookie,Oklahoma State,17
Donte Deayon,New York Giants,DB,Defensive Back,Defensive Back,Defense,22,69,150,0,Rookie,Boise State,5
Trevin Wade,New York Giants,DB,Defensive Back,Defensive Back,Defense,26,70,190,5,5-8 Yrs,Arizona,31
Tramain Jacobs,New York Giants,DB,Defensive Back,Defensive Back,Defense,24,71,191,3,1-4 Yrs,Texas A&M,25
Ishaq Williams,New York Giants,DB,Defensive Back,Defensive Back,Defense,23,78,271,0,Rookie,Notre Dame,NA
Stansly Maponga,New York Giants,DE,Defensive End,Front Seven,Defense,25,74,265,3,1-4 Yrs,TCU,71
Olivier Vernon,New York Giants,DE,Defensive End,Front Seven,Defense,25,74,275,5,5-8 Yrs,Miami,54
Mike Rose,New York Giants,DE,Defensive End,Front Seven,Defense,23,74,281,0,Rookie,NC State,90
Brad Bars,New York Giants,DE,Defensive End,Front Seven,Defense,24,75,263,1,1-4 Yrs,Penn State,66
Owa Odighizuwa,New York Giants,DE,Defensive End,Front Seven,Defense,24,75,270,2,1-4 Yrs,UCLA,58
Romeo Okwara,New York Giants,DE,Defensive End,Front Seven,Defense,21,76,258,0,Rookie,Notre Dame,45
Jason Pierre-Paul,New York Giants,DE,Defensive End,Front Seven,Defense,27,77,278,7,5-8 Yrs,South Florida,90
Kerry Wynn,New York Giants,DE,Defensive End,Front Seven,Defense,25,77,264,3,1-4 Yrs,Richmond,72
Damon Harrison,New York Giants,DL,Defensive Lineman,Front Seven,Defense,27,76,350,5,5-8 Yrs,William Penn,NA
Johnathan Hankins,New York Giants,DT,Defensive Tackle,Front Seven,Defense,24,74,320,4,1-4 Yrs,Ohio State,95
Louis Nix III,New York Giants,DT,Defensive Tackle,Front Seven,Defense,24,74,331,3,1-4 Yrs,Notre Dame,97
Jay Bromley,New York Giants,DT,Defensive Tackle,Front Seven,Defense,24,75,310,3,1-4 Yrs,Syracuse,96
Greg Milhouse,New York Giants,DT,Defensive Tackle,Front Seven,Defense,22,75,295,0,Rookie,Campbell,8
Montori Hughes,New York Giants,DT,Defensive Tackle,Front Seven,Defense,25,76,350,4,1-4 Yrs,Tennessee-Martin,79
Melvin Lewis,New York Giants,DT,Defensive Tackle,Front Seven,Defense,23,76,311,0,Rookie,Kentucky,90
